Name,"Flour, white, all purpose, per lb. (453.6 gm)","Rice, white, long grain, uncooked, per lb. (453.6 gm)","Spaghetti and macaroni, per lb. (453.6 gm)","Bread, white, pan, per lb. (453.6 gm)","Bread, French, per lb. (453.6 gm)","Bread, whole wheat, pan, per lb. (453.6 gm)","Cookies, chocolate chip, per lb. (453.6 gm)","Crackers, soda, salted, per lb. (453.6 gm)","Ground chuck, 100% beef, per lb. (453.6 gm)","Ground beef, 100% beef, per lb. (453.6 gm)","Ground beef, lean and extra lean, per lb. (453.6 gm)","Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm)","Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Rib roast, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm)","Short ribs, any primal source, bone-in, per lb. (453.6 gm)","Beef for stew, boneless, per lb. (453.6 gm)","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)","Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)","Bacon, sliced, per lb. (453.6 gm)","Chops, center cut, bone-in, per lb. (453.6 gm)","Chops, boneless, per lb. (453.6 gm)","Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm)","Ham, boneless, excluding canned, per lb. (453.6 gm)","Ham, canned, 3 or 5 lbs, per lb. (453.6 gm)","Shoulder picnic, bone-in, smoked, per lb. (453.6 gm)","Sausage, fresh, loose, per lb. (453.6 gm)","Frankfurters, all meat or all beef, per lb. (453.6 gm)","Bologna, all beef or mixed, per lb. (453.6 gm)","Lamb and mutton, bone-in, per lb. (453.6 gm)","Chicken, fresh, whole, per lb. (453.6 gm)","Chicken breast, bone-in, per lb. (453.6 gm)","Chicken legs, bone-in, per lb. (453.6 gm)","Turkey, frozen, whole, per lb. (453.6 gm)","Tuna, light, chunk, per lb. (453.6 gm)","Eggs, grade A, large, per doz.","Eggs, grade AA, large, per doz.","Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit)","Milk, fresh, whole, fortified, per gal. (3.8 lit)","Milk, fresh, low fat, per 1/2 gal. (1.9 lit)","Milk, fresh, low fat, per gal. (3.8 lit)","Butter, salted, grade AA, stick, per lb. (453.6 gm)","Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm)","American processed cheese, per lb. (453.6 gm)","Cheddar cheese, natural, per lb. (453.6 gm)","Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit)","Apples, Red Delicious, per lb. (453.6 gm)","Bananas, per lb. (453.6 gm)","Oranges, Navel, per lb. (453.6 gm)","Oranges, Valencia, per lb. (453.6 gm)","Grapefruit, per lb. (453.6 gm)","Lemons, per lb. (453.6 gm)","Pears, Anjou, per lb. (453.6 gm)","Peaches, per lb. (453.6 gm)","Strawberries, dry pint, per 12 oz. (340.2 gm)","Grapes, Thompson Seedless, per lb. (453.6 gm)","Cherries, per lb. (453.6 gm)","Potatoes, white, per lb. (453.6 gm)","Lettuce, iceberg, per lb. (453.6 gm)","Tomatoes, field grown, per lb. (453.6 gm)","Cabbage, per lb. (453.6 gm)","Celery, per lb. (453.6 gm)","Carrots, short trimmed and topped, per lb. (453.6 gm)","Onions, dry yellow, per lb. (453.6 gm)","Peppers, sweet, per lb. (453.6 gm)","Cucumbers, per lb. (453.6 gm)","Broccoli, per lb. (453.6 gm)","Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml)","Apple Sauce, any variety, all sizes, per lb. (453.6 gm)","Peaches, any variety, all sizes, per lb. (453.6 gm)","Potatoes, frozen, French fried, per lb. (453.6 gm)","Corn, canned, any style, all sizes, per lb. (453.6 gm)","Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm)","Beans, dried, any type, all sizes, per lb. (453.6 gm)","Sugar, white, all sizes, per lb. (453.6 gm)","Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm)","Margarine, stick, per lb. (453.6 gm)","Margarine, soft, tubs, per lb. (453.6 gm)","Shortening, vegetable oil blends, per lb. (453.6 gm)","Peanut butter, creamy, all sizes, per lb. (453.6 gm)","Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml)","Cola, nondiet, per 2 liters (67.6 oz)","Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm)","Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm)","Potato chips, per 16 oz.","Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml)","Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz)","Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz)",Fuel oil #2 per gallon (3.785 liters),Utility (piped) gas - 40 therms,Electricity per KWH,Utility (piped) gas - 100 therms,Utility (piped) gas per therm,Electricity per 500 KWH,"Gasoline, leaded regular (cost per gallon/3.8 liters)","Gasoline, unleaded regular, per gallon/3.785 liters","Gasoline, unleaded midgrade, per gallon/3.785 liters","Gasoline, unleaded premium, per gallon/3.785 liters","Automotive diesel fuel, per gallon/3.785 liters","Gasoline, all types, per gallon/3.785 liters","All uncooked ground beef, per lb. (453.6 gm)","All Uncooked Beef Roasts, per lb. (453.6 gm)","All Uncooked Beef Steaks, per lb. (453.6 gm)","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)","All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","All Pork Chops, per lb. (453.6 gm)","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","Chicken breast, boneless, per lb. (453.6 gm)","Lettuce, romaine, per lb. (453.6 gm)"
"Nov
1998",0.287,0.539,0.87,0.855,,1.295,2.519,1.678,1.809,1.442,2.074,,2.101,2.419,2.758,2.516,,6.024,6.338,,2.546,3.087,2.881,,3.489,4.182,2.619,3.095,3.655,2.046,2.809,,,2.426,,2.389,,1.084,2.102,1.301,0.934,2.16,1.077,,,2.8,,2.651,3.623,,3.803,3.657,3.373,0.878,0.487,,0.621,0.618,1.453,,,,1.941,,0.37,0.765,1.689,0.427,0.597,0.544,,1.553,,1.016,1.654,,,0.994,,,0.679,0.425,0.409,,,1.041,1.82,,0.997,3.482,10.53,3.207,0.884,9.117,5.274,0.841,30.653,0.084,66.351,0.689,45.259,,1.028,1.132,1.225,1.142,1.086,1.855,2.666,3.674,2.194,2.06,2.97,1.685,,
"Dec
1998",0.279,0.543,0.877,0.866,,1.32,2.577,1.71,1.818,1.388,2.081,,2.147,2.398,2.747,2.581,,6.399,6.375,,2.547,3.083,2.88,,3.532,4.242,2.58,3.028,3.676,2.011,2.762,,,2.428,,2.449,,1.06,2.114,1.261,0.954,2.218,1.089,,,2.859,,2.758,3.176,,3.738,3.759,3.301,0.854,0.51,0.608,,0.548,1.372,0.983,,,,,0.375,0.635,1.798,0.421,0.534,0.539,,1.457,,0.974,1.679,,,1.023,,,0.688,0.427,0.41,,,1.037,1.791,,0.98,3.446,10.544,3.177,0.845,8.937,4.978,0.827,30.967,0.084,67.149,0.697,45.16,,0.986,1.092,1.187,1.112,1.046,1.841,2.694,3.694,2.206,1.991,2.934,1.658,,
"Jan
1999",0.297,0.551,0.872,0.872,,1.302,2.61,1.59,1.834,1.382,2.093,,2.071,2.361,2.739,2.563,,6.362,6.222,,2.534,3.064,2.809,,3.559,4.28,2.523,2.951,3.599,2.03,2.718,,,2.362,,2.41,,1.072,2.072,1.274,0.969,2.095,1.053,,,2.94,,2.852,3.002,,3.814,3.748,3.379,0.86,0.489,0.83,,0.543,1.402,0.923,,,2.341,,0.381,0.649,1.904,0.425,0.59,0.552,,1.429,,1.123,1.753,,,1,,,0.689,0.436,0.421,,,1.053,1.769,,1.044,3.435,10.446,3.217,0.89,9.142,5.287,0.834,30.699,0.084,66.251,0.687,45.061,,0.972,1.076,1.171,1.102,1.031,1.849,2.654,3.69,2.176,2.009,2.866,1.632,,
"Feb
1999",0.293,0.54,0.88,0.88,,1.308,2.594,1.559,1.862,1.431,2.118,,2.071,2.399,2.757,2.584,,6.032,5.989,,2.527,3.114,2.825,,3.533,4.22,2.52,3.149,3.738,1.961,2.813,,,2.311,,2.451,,1.064,2.036,1.28,1.001,2.071,1.078,,,3.004,,2.901,2.801,,3.723,3.746,3.291,0.87,0.509,0.889,,0.545,1.274,0.925,1.856,2.102,1.663,,0.382,0.658,1.476,0.412,0.563,0.575,,1.311,,0.999,1.78,,,1.022,,,0.696,0.43,0.412,,,1.053,1.788,,1.023,3.428,10.493,3.223,0.852,9.105,5.103,0.828,30.202,0.084,65.055,0.676,45.171,,0.955,1.06,1.155,1.094,1.014,1.887,2.668,3.676,2.209,1.983,2.99,1.646,,
"Mar
1999",0.289,0.544,0.883,0.883,,1.319,2.607,1.52,1.834,1.404,2.103,,2.119,2.39,2.782,2.609,,6.008,6.098,,2.605,3.125,2.834,,3.517,4.113,2.507,3.105,3.617,1.974,2.837,,,2.366,,2.448,,1.057,2.084,1.281,0.984,2.04,1.005,,,3.003,,2.881,2.739,,3.878,3.714,3.231,0.852,0.506,0.869,,0.546,1.167,0.942,1.941,1.96,1.613,,0.384,0.774,1.395,0.396,0.563,0.578,,1.334,1.07,0.99,1.741,,,0.969,,,0.697,0.437,0.421,,,1.055,1.818,,1.012,3.476,10.395,3.249,0.886,9.361,5.262,0.828,29.694,0.084,63.812,0.663,45.233,,0.991,1.093,1.186,1.104,1.048,1.87,2.688,3.669,2.237,2.019,2.937,1.647,,
"Apr
1999",0.283,0.548,0.888,0.897,,1.27,2.564,1.615,1.833,1.429,2.113,,2.083,2.441,2.772,2.669,,6.38,6.116,,2.577,3.118,2.883,,3.561,4.167,2.445,3.122,3.627,,2.721,,,2.387,,2.388,,1.057,2.111,1.253,0.936,2.119,0.942,,,2.707,,2.686,2.703,,3.748,3.694,3.266,0.87,0.482,0.944,,0.556,1.188,0.953,,1.751,2.262,,0.38,0.753,1.298,0.406,0.55,0.578,,1.456,0.91,1.012,1.779,,,0.995,,,0.695,0.432,0.415,,,1.05,1.822,,1.031,3.466,10.328,3.264,0.855,9.395,5.129,0.853,29.49,0.084,63.249,0.658,45.179,,1.177,1.27,1.367,1.178,1.232,1.884,2.71,3.697,2.222,1.926,2.951,1.651,,
"May
1999",0.306,0.551,0.887,0.886,,1.332,2.573,1.595,1.812,1.444,2.108,,2.098,2.317,2.694,2.587,,6.487,6.202,,2.571,3.085,2.829,,3.747,4.391,2.474,3.174,3.655,,2.793,,,2.45,,2.424,,1.026,2.039,1.237,0.975,2.145,0.9,,,2.716,,2.651,2.546,,3.806,3.721,3.195,0.881,0.492,,0.865,0.606,1.159,0.96,,1.419,,,0.388,0.691,1.284,0.421,0.556,0.604,,1.622,0.833,0.952,1.764,,,1.03,,,0.7,0.436,0.42,,,1.053,1.809,,1.074,3.495,10.4,3.212,0.895,9.115,5.302,0.852,29.948,0.085,63.548,0.662,45.233,,1.178,1.272,1.37,1.174,1.233,1.869,2.67,3.746,2.217,1.99,3.007,1.67,,
"Jun
1999",0.303,0.553,0.882,0.885,,1.306,2.54,1.696,1.815,1.448,2.123,,2.143,2.426,2.733,2.547,,6.582,6.23,,2.577,3.129,2.767,,3.849,4.416,2.504,3.214,3.696,,2.866,,,2.441,,2.382,,1.041,2.077,1.283,1.005,2.018,0.949,,,2.704,,2.64,2.648,,3.779,3.672,3.306,0.893,0.502,,0.942,0.712,1.183,0.913,1.413,1.49,1.864,,0.391,0.652,1.304,0.42,0.621,0.587,,1.308,0.764,0.944,1.758,,,1.003,,,0.707,0.431,0.415,,,1.046,1.817,,1.02,3.421,10.342,3.235,0.854,9.507,5.093,0.845,30.131,0.089,64.094,0.667,45.994,,1.148,1.244,1.339,1.178,1.204,1.889,2.701,3.783,2.233,2.017,3.026,1.666,,
"Jul
1999",0.308,0.55,0.88,0.893,,1.344,2.609,1.714,1.81,1.435,2.083,,2.153,2.427,2.702,2.632,,6.746,6.524,,2.601,3.168,2.804,,3.639,4.413,2.503,3.187,3.781,,3.007,,,2.485,,2.315,,1.045,2.062,1.316,1.031,2.038,0.88,,,2.706,,2.628,2.67,,3.736,3.603,3.238,0.905,0.494,,0.959,0.778,1.282,,1.16,1.375,1.678,,0.411,0.627,1.287,0.402,0.63,0.574,,1.429,0.709,0.993,1.813,,,0.955,,,0.7,0.432,0.417,,,1.052,1.831,,1.052,3.42,10.354,3.255,0.899,9.277,5.384,0.857,30.44,0.09,64.848,0.675,46.298,,1.189,1.284,1.378,1.213,1.244,1.861,2.724,3.78,2.215,2.074,3.043,1.654,,
"Aug
1999",0.311,0.557,0.877,0.884,,1.348,2.602,1.643,1.826,1.442,2.102,,2.12,2.446,2.662,2.589,,6.406,6.374,,2.558,3.123,2.848,,3.782,4.399,2.543,3.214,3.851,2.118,3.032,,,2.498,,2.417,,1.043,2.063,1.284,1.034,2.071,1.02,,,2.719,,2.624,2.722,,3.866,3.763,3.25,0.921,0.49,,0.989,0.803,1.397,,1.098,1.557,1.522,,0.429,0.652,1.232,0.414,0.607,0.572,,1.25,0.726,0.962,1.825,,,1.042,,,0.703,0.431,0.415,,,1.053,1.819,,1.044,3.428,10.445,3.279,0.851,9.608,5.141,0.877,30.823,0.089,65.753,0.684,46.235,,1.255,1.348,1.441,1.241,1.309,1.877,2.712,3.772,2.241,2.084,3.066,1.675,,
"Sep
1999",0.31,0.547,0.882,0.878,,1.342,2.583,1.612,1.852,1.484,2.147,,2.183,2.453,2.801,2.528,,6.369,6.449,,2.569,3.102,2.906,,3.731,4.387,2.58,3.309,3.8,2.152,3.025,,,2.457,,2.346,,1.08,2.103,1.269,1.018,2.05,0.956,,,2.794,,2.725,2.628,,3.884,3.806,3.28,0.972,0.481,,0.974,0.762,1.463,,1.1,1.679,1.453,,0.413,0.623,1.272,0.429,0.586,0.521,,1.321,0.798,1.052,1.825,,,1.036,,,0.689,0.437,0.422,,,1.041,1.823,,1.034,3.393,10.43,3.237,0.902,9.481,5.385,0.939,31.752,0.09,67.914,0.707,46.267,,1.28,1.376,1.468,1.28,1.334,1.916,2.745,3.782,2.248,2.097,3.112,1.71,,
"Oct
1999",0.288,0.511,0.849,0.889,,1.371,2.584,1.535,1.866,1.496,2.161,,2.156,2.407,2.851,2.678,,6.635,6.719,,2.595,3.138,2.874,,3.679,4.48,2.57,3.199,3.843,,2.947,,,2.439,,2.514,,1.055,2.088,1.274,1.025,2.036,0.888,,,2.964,,2.892,2.656,,3.858,4.007,3.38,0.919,0.471,,0.955,0.71,1.535,,,1.664,1.557,,0.393,0.669,1.279,0.435,0.554,0.527,,1.308,0.955,1.028,1.784,,,1.076,,,0.689,0.438,0.422,,,1.027,1.83,,1.052,3.482,10.428,3.289,0.858,9.711,5.166,0.976,31.574,0.087,67.749,0.704,45.736,,1.274,1.369,1.464,1.305,1.329,1.925,2.786,3.822,2.288,2.182,3.057,1.654,,
"Nov
1999",0.272,0.488,0.882,0.899,,1.361,2.627,1.608,1.863,1.518,2.145,,2.112,2.436,2.781,2.649,,6.784,6.855,,2.593,3.182,2.934,,3.652,4.567,2.658,3.22,3.772,,2.838,,,2.385,,2.481,,1.078,2.111,1.268,0.964,2.112,0.92,,,2.981,,2.942,2.449,0.673,3.789,3.918,3.336,0.902,0.48,0.884,,0.631,1.538,,,1.948,1.897,,0.384,0.677,1.3,0.445,0.56,0.544,,1.617,0.976,1.001,1.841,,,1.032,,,0.704,0.426,0.408,,,0.996,1.835,,1.004,3.337,10.28,3.299,0.921,9.422,5.452,1.018,32.369,0.085,70.516,0.73,45.378,,1.264,1.361,1.454,1.326,1.319,1.93,2.75,3.862,2.33,2.172,3.056,1.713,,
"Dec
1999",0.267,0.502,0.881,0.899,,1.363,2.673,1.65,1.882,1.528,2.153,,2.092,2.373,2.864,2.642,,6.708,6.954,,2.633,3.155,3.063,,3.663,4.595,2.752,3.214,3.747,,2.766,,,2.502,,2.521,,1.053,2.075,1.168,0.976,2.032,0.92,,,2.875,,2.833,2.272,0.698,3.85,3.845,3.404,0.918,0.494,0.641,,0.582,1.414,1.034,,,2.403,,0.395,0.668,1.405,0.424,0.563,0.523,,1.53,0.841,1.004,1.822,,,1.039,,,0.688,0.426,0.408,,,1.037,1.861,,1.029,3.347,10.285,3.33,0.873,9.767,5.171,1.088,31.585,0.085,68.495,0.71,45.375,,1.298,1.395,1.486,1.357,1.353,1.933,2.739,3.882,2.337,2.116,3.061,1.673,,
"Jan
2000",0.286,0.499,0.881,0.907,,1.3,2.607,1.584,1.903,1.483,2.191,,2.084,2.397,2.835,2.677,,6.593,6.754,,2.71,3.177,2.941,,3.738,4.473,2.75,3.211,3.795,,2.793,,,2.505,,2.397,,1.059,2.063,1.273,1.013,1.982,0.975,,,2.785,,2.717,2.425,0.687,3.843,3.839,3.324,0.952,0.49,0.607,,0.567,1.436,1.017,,2.167,2.45,,0.392,0.748,1.443,0.454,0.729,0.532,,1.393,0.926,1.182,1.823,,,1.066,,,0.691,0.437,0.421,,,1.052,1.849,,1.076,3.54,10.497,3.386,0.924,9.413,5.458,1.189,31.664,0.084,68.65,0.712,45.207,,1.301,1.398,1.486,1.392,1.356,1.942,2.748,3.854,2.467,2.01,3.052,1.654,,
"Feb
2000",0.267,0.492,0.843,0.924,,1.348,2.525,1.642,1.894,1.516,2.185,,2.18,2.432,2.968,2.668,,6.514,6.585,,2.718,3.244,2.969,,3.84,4.486,2.871,3.244,3.943,,2.835,,,2.516,,2.372,,1.046,1.995,1.255,1.025,1.972,0.962,,,2.777,,2.693,2.293,0.691,3.731,3.821,3.34,0.974,0.528,0.586,,0.572,1.416,1.011,1.773,1.935,1.872,,0.401,0.65,1.286,0.449,0.699,0.535,,1.423,0.978,0.989,1.811,,,1.067,,,0.683,0.432,0.417,,,1.056,1.846,,1.103,3.677,10.445,3.448,0.881,9.923,5.256,1.614,31.823,0.085,69.049,0.714,45.542,,1.369,1.461,1.551,1.564,1.422,1.946,2.821,3.868,2.457,2.072,3.097,1.692,,
"Mar
2000",0.285,0.481,0.859,0.924,,1.371,2.567,1.449,1.911,1.532,2.217,,2.154,2.515,2.933,2.778,,6.684,6.371,,2.715,3.152,2.996,,3.723,4.547,2.928,3.288,3.888,,2.733,,,2.589,,2.444,,1.064,2.109,1.255,1.015,1.965,0.931,,,2.748,,2.681,2.408,0.701,3.845,3.81,3.275,0.96,0.517,0.572,,0.556,1.338,1.003,,1.825,1.663,,0.393,0.671,1.364,0.415,0.6,0.57,,1.447,1.126,1.069,1.807,,,1.048,,,0.695,0.429,0.412,,,1.044,1.844,,1.066,3.633,10.516,3.354,0.942,9.517,5.471,1.359,31.71,0.085,68.748,0.712,45.598,,1.541,1.633,1.723,1.587,1.594,1.978,2.839,3.885,2.446,2.09,3.118,1.714,,
"Apr
2000",0.283,0.49,0.866,0.927,,1.383,2.523,1.593,1.925,1.584,2.241,,2.19,2.489,2.954,2.845,,6.778,6.79,,2.718,3.222,2.992,,3.857,4.646,2.953,3.33,3.902,,2.806,,,2.59,,2.373,,1.069,2.127,1.26,0.997,1.971,0.939,,,2.773,,2.711,2.3,0.7,3.747,3.79,3.338,0.957,0.51,0.573,,0.551,1.298,1.015,,1.45,1.746,,0.388,0.65,1.487,0.454,0.603,0.546,,1.557,0.987,1.013,1.819,,,1.045,,,0.688,0.414,0.395,,,1.042,1.841,,1.089,3.584,10.512,3.409,0.888,9.968,5.156,1.286,32.055,0.085,69.521,0.721,45.524,,1.506,1.601,1.698,1.526,1.561,2.005,2.867,3.95,2.473,2.082,3.134,1.746,,
"May
2000",0.302,,0.859,0.915,,1.35,2.685,,1.921,1.57,2.263,,2.156,2.465,2.968,2.864,,7.17,6.848,,2.671,3.215,3.041,,3.936,4.749,3.006,3.367,3.955,,2.759,,,2.615,,2.363,,1.052,2.143,1.262,1.029,1.953,0.852,,,2.782,,2.714,2.379,,3.692,3.74,3.347,0.927,0.509,0.638,,0.585,1.2,0.999,,1.218,1.872,,0.379,0.803,1.366,0.446,,0.517,,,,1.174,1.802,,,1.054,,,0.687,0.424,0.406,,,1.045,1.902,,1.083,3.531,10.918,3.345,0.935,9.574,5.53,1.263,32.715,0.085,70.256,0.73,45.509,,1.498,1.591,1.682,1.512,1.552,2.013,2.875,4.006,2.437,2.086,3.171,1.714,,
"Jun
2000",0.305,,0.83,0.915,,1.359,2.555,1.659,1.955,1.556,2.266,,2.176,2.526,2.949,2.833,,7.218,7.064,,2.71,3.261,3.054,,4.142,4.779,3.132,3.328,3.88,,2.795,,,2.686,,2.39,,1.069,2.064,1.286,1.065,1.953,0.838,,,2.763,,2.637,2.525,0.687,3.622,3.758,3.546,0.918,0.506,0.699,,0.603,1.195,0.871,1.211,1.187,1.359,,0.376,0.686,1.318,0.439,,0.591,,,,1.236,1.8,,,1.024,,,0.681,0.428,0.413,,0.829,1.04,1.894,,1.073,3.431,11.375,3.302,0.893,10.054,5.273,1.249,34.735,0.09,75.332,0.781,46.638,,1.617,1.705,1.786,1.527,1.666,2.008,2.902,4.09,2.443,2.1,3.162,1.755,,
"Jul
2000",0.305,,0.858,0.935,,1.364,2.558,1.738,1.954,1.574,2.276,,2.245,2.588,2.859,2.921,,7.194,6.69,,2.723,3.269,3.048,,3.942,4.91,3.168,3.406,3.896,,2.782,,,2.669,,2.441,,1.089,2.067,1.293,1.095,1.924,0.868,,,2.781,,2.666,2.718,0.705,3.628,3.823,3.461,0.94,0.512,,0.666,0.633,1.253,0.835,1.18,1.246,1.358,,0.39,0.656,1.282,0.427,,0.581,,,,1.139,1.875,,,0.984,,,0.688,0.425,0.411,,0.841,1.044,1.886,,1.084,3.446,11.314,3.31,0.946,9.611,5.547,1.25,36.072,0.091,78.575,0.813,47.396,,1.593,1.681,1.773,1.527,1.642,2.019,2.932,4.067,2.5,2.157,3.201,1.78,,
"Aug
2000",0.304,,0.858,0.923,,1.356,2.628,1.759,1.953,1.611,2.306,,2.239,2.506,2.925,2.85,,7.164,6.929,,2.728,3.288,3.023,,4.096,4.947,3.2,3.482,3.928,,2.799,,,2.691,,2.342,,1.086,2.126,1.298,1.045,1.93,0.893,,,2.807,,2.696,2.686,0.7,3.649,3.947,3.542,0.928,0.49,,0.639,0.672,1.375,,1.143,1.263,1.283,,0.4,0.673,1.262,0.429,,0.572,,,,1.12,1.882,,,1.037,,,0.681,0.424,0.407,,0.839,1.041,1.896,,1.085,3.444,11.338,3.302,0.9,10.122,5.29,1.246,35.814,0.091,78.064,0.808,47.218,,1.51,1.595,1.689,1.524,1.559,2.045,2.896,4.099,2.522,2.214,3.249,1.811,,
"Sep
2000",0.303,,0.859,0.918,,1.364,2.587,1.67,1.946,1.579,2.306,,2.23,2.567,2.995,2.831,,7.218,7.706,,2.644,3.258,3.063,,4.121,4.902,3.209,3.456,3.885,,2.775,,,2.714,,2.453,,1.087,2.089,1.297,1.044,1.883,0.92,,,2.809,,2.697,2.595,0.728,3.65,3.876,3.586,0.922,0.488,,0.574,0.704,1.357,,1.282,1.416,1.329,,0.374,0.897,1.319,0.424,,0.585,,,,1.052,1.837,,,1.032,,,0.685,0.424,0.408,,0.824,1.043,1.909,,1.077,3.339,11.271,3.416,0.942,9.535,5.573,1.407,37.758,0.091,82.217,0.851,47.197,,1.582,1.672,1.764,1.683,1.635,2.035,2.937,4.112,2.501,2.211,3.233,1.797,,
"Oct
2000",0.306,,0.877,0.934,,1.36,2.691,1.626,1.959,1.582,2.285,,2.18,2.562,2.95,2.863,,7.257,7.603,,2.687,3.218,3.093,,4.009,4.78,3.069,3.439,3.893,,2.87,,,2.612,,2.464,,1.09,2.086,1.287,1.067,1.916,0.923,,,2.805,,2.72,2.627,0.7,3.64,3.93,3.62,0.899,0.496,,0.559,0.706,1.321,,,1.619,1.59,,0.367,0.772,1.387,0.43,,0.585,,,,1.08,1.863,,,1.058,,,0.69,0.425,0.409,,0.819,1.048,1.951,,1.057,3.317,11.253,3.341,0.898,10.141,5.4,1.453,39.771,0.088,87.127,0.903,46.57,,1.559,1.651,1.744,1.698,1.613,2.025,2.917,4.044,2.47,2.263,3.234,1.798,,
"Nov
2000",0.262,,0.872,0.953,,1.371,2.618,,1.952,1.621,2.295,,2.211,2.512,2.931,2.825,,7.098,7.671,,2.663,3.255,3.161,,3.916,4.704,3.053,3.397,3.85,,2.79,,,2.583,,2.544,,1.065,2.069,1.209,0.981,1.95,0.902,,,2.753,,2.633,2.483,0.685,3.639,3.862,3.32,0.833,0.479,0.725,,0.592,1.173,,,,2.062,,0.351,0.774,1.503,,,,,,,1.085,1.884,,,1.075,,,0.69,0.413,0.398,,0.793,1.053,1.935,,1.061,3.243,11.242,3.276,0.957,9.48,5.539,1.477,40.125,0.086,89.303,0.919,46.229,,1.555,1.649,1.738,1.696,1.608,2.044,2.882,4.057,2.46,2.217,3.208,1.802,,
"Dec
2000",0.275,,0.884,0.987,,1.358,2.537,,1.976,1.625,2.327,,2.27,2.515,3.025,2.878,,6.82,7.61,,2.724,3.278,3.062,,4.043,4.811,3.028,3.463,3.889,,2.75,,,2.748,,2.599,,1.078,2.144,1.264,0.994,1.918,0.959,,,2.785,,2.662,2.799,0.649,3.693,3.763,3.66,0.816,0.487,0.624,,0.581,1.111,,,,2.359,,0.347,0.851,1.567,,,,,,,1.518,1.878,,,1.09,,,0.684,0.414,0.397,,0.841,1.07,1.964,,1.062,3.212,11.379,3.437,0.912,10.085,5.412,1.528,42.775,0.086,95.179,0.977,46.404,,1.489,1.585,1.679,1.689,1.544,2.062,2.925,4.088,2.506,2.172,3.242,1.802,,
"Jan
2001",0.304,,0.899,0.982,,1.371,2.388,,2.037,1.693,2.367,,2.467,2.698,3.178,2.999,,7.127,7.628,,2.888,3.405,3.156,,4.186,4.747,2.994,3.416,3.901,,2.6,,,2.791,,2.428,,1.091,2.133,1.271,1.088,1.885,1.011,,,2.852,,2.705,2.971,0.658,3.674,3.871,3.673,0.808,0.5,0.638,,0.563,1.082,0.945,,,2.126,,0.355,0.736,1.414,,,,,,,0.987,1.863,,,1.054,,,0.677,0.428,0.415,,0.834,1.085,1.959,,1.075,3.224,11.45,3.391,0.959,9.771,5.63,1.509,49.734,0.088,111.75,1.15,47.472,,1.472,1.563,1.657,1.643,1.525,2.101,3.106,4.16,2.622,2.109,3.223,1.824,,
"Feb
2001",0.307,,0.882,0.994,,1.38,2.485,,2.059,1.732,2.407,,2.445,2.795,3.223,3.082,,7.249,7.715,,2.841,3.518,3.358,,4.25,4.985,3.065,3.444,3.933,,2.734,,,2.659,,2.542,,1.09,2.058,1.282,1.125,1.899,0.943,,,2.847,,2.672,2.979,0.616,3.693,3.862,3.609,0.83,0.496,0.66,,0.583,1.138,0.95,1.774,2.14,1.647,,0.348,0.847,1.313,,,,,,,0.978,1.909,,,1.077,,,0.686,0.435,0.422,,0.836,1.07,1.94,,1.115,3.217,11.466,3.361,0.919,10.211,5.4,1.463,48.441,0.088,109.385,1.12,47.419,,1.484,1.578,1.671,1.633,1.538,2.159,3.161,4.295,2.618,2.191,3.248,1.812,,
